company,year,event_date,GDS,AR_0,CAR_m1_p1,CAR_0_p1,CAR_0_p5,CAR_m5_p5,CAR_m5_p20,log_mcap,leverage,sector
NMDC,FY2023-24,2024-09-12,-0.572297,0.013404040399691286,0.02391061482022243,0.03560159952034821,0.0012103333105664303,-0.005038904599629062,,27.105504,0.094186,Metals & Mining
NTPC,FY2022-23,2023-08-28,-0.648789,0.00033903477052839824,-0.0015768557076589404,0.008094035145381897,0.0590201386338612,0.06435069870660635,0.06529227860320652,28.160405,0.49767,Energy
NTPC,FY2023-24,2024-08-06,-0.273546,0.011132163989060768,0.019434774094377865,-0.017120024067882572,-0.05786961926024781,0.05045406251029955,-0.012050489903674036,28.811564,0.493821,Energy
Nestle India,FY2023-24,2024-06-18,0.375078,0.00072382065724749,-0.012519464812605935,-0.005918040672737505,-0.01178792765430284,-0.004654045931654608,0.018010819849047028,28.71202,0.08621,FMCG
ONGC,FY2022-23,2023-08-23,1.063488,-0.006137520488205952,-0.02174054213763873,-0.019506856851683095,-0.008095815357913335,-0.024512163900052703,0.015276680205535848,28.273007,0.274971,Energy
ONGC,FY2023-24,2024-08-07,1.639259,0.043994524882913166,0.02796800715306398,0.03452463624968101,0.05233310794349319,0.04373350983533719,-0.09609326824489262,28.84657,0.257676,Energy
Oracle Financial,FY2023-24,2024-06-26,-1.504047,-0.029512698245677357,-0.009940345202610182,0.001765162745550726,0.035737431917098925,0.03132821436004764,0.056199474287623445,27.357197,0.004328,IT
PNB,FY2022-23,2023-07-04,-0.504774,0.05585606702393059,0.11050759297852034,0.07821662436820631,0.10114969515367417,0.11195391704475927,0.07933783982709683,26.963763,0.046965,Banking
PNB,FY2023-24,2024-06-07,-1.34063,-0.02774137218538844,-0.04423657249657533,-0.031197062846608472,-0.04409711237904612,-0.0989970883038375,-0.24439947993072977,27.945664,0.045405,Banking
Paytm,FY2022-23,2023-08-22,-2.666846,0.02012744025739089,0.04206869586358327,0.07284699847724475,0.015389021753845426,-0.015511460849152208,-0.041537514799765,26.723681,0.012429,Financial Services
Paytm,FY2023-24,2024-08-21,-1.685037,0.0016171656881138882,-0.03583400316275447,-0.03379949560327746,-0.05746024559745343,0.052853749833188426,0.31175209476207927,26.267855,0.009447,Financial Services
Persistent Systems,FY2022-23,2023-06-23,-0.988838,-0.002345443652713457,0.007989401818196809,0.013286679600286141,-0.03826411953418216,-0.0715444793172354,-0.12397952670445667,26.566804,0.098538,IT
Pidilite,FY2022-23,2023-07-14,-1.529415,-0.0034862521842441087,-0.0027668600338783076,-0.0015280556125138417,0.005089325301288425,-0.0049989913074199085,-0.051677600741156356,27.810057,0.037113,Consumer
Pidilite,FY2023-24,2024-07-12,-1.739368,-0.006087485583948281,-0.0015316434214672691,-0.0007868049101653167,-0.003626762332969184,0.014476113416624104,-0.018849094458628608,28.058446,0.031599,Consumer
PolicyBazaar,FY2022-23,2023-09-06,-1.842946,0.011981718931006153,0.0013110224584923667,0.007478671454233176,-0.02196908509016121,-0.05274750807112909,-0.040670938898009094,26.376405,0.036231,Financial Services
PolicyBazaar,FY2023-24,2024-09-05,-1.738162,-0.007606781036148973,0.003414418869168181,-0.0023389654864756273,0.029397603356256477,0.0102238926936467,,26.946429,0.03765,Financial Services
Power Grid,FY2022-23,2023-08-09,1.208617,-0.007142608720170569,-0.025066639211717257,0.0009914814619957323,0.013096490049605992,-0.02601638263322427,0.0022917976005535703,28.08487,0.509701,Energy
Power Grid,FY2023-24,2024-08-06,-0.068291,-0.0007886135754620266,0.004940233681384218,0.00741889817939462,-0.03038466565088035,0.018304601087735375,-0.06449494425214276,28.577002,0.506212,Energy
Reliance Industries,FY2022-23,2023-08-14,2.343761,0.014624360839360298,0.02243479621054175,0.012308824941460891,-0.011353313370428476,0.0077107448382053925,-0.0562439967788413,30.309137,0.208029,Energy
Reliance Industries,FY2023-24,2024-08-07,1.47888,-0.01245467757606009,-0.004346656928226084,-0.01578022569848765,-0.0024672441075491843,0.009080407742793898,-0.008606246111183092,30.632081,0.197121,Energy
SAIL,FY2022-23,2024-01-17,1.621451,-0.02332866561085005,0.03055604630712451,-0.017241008268416548,0.038910541500546444,0.051068311087849594,0.059336651520512554,26.55689,0.235846,Metals & Mining
SAIL,FY2023-24,2024-09-04,1.943375,-0.004463420426208627,-0.010583093793133807,0.0013321909466349575,-0.0014795364012247358,-0.04425084799046839,,27.041374,0.258141,Metals & Mining
SBI,FY2023-24,2024-05-27,-0.643727,0.005506693748446411,0.0035251894659017735,0.007616821136996642,0.07537402630036978,0.06658692466716448,-0.02796581485569926,29.53528,0.082644,Banking
SBI Life,FY2022-23,2023-08-04,-0.01595,0.004293127798504404,0.02681646103268444,0.027904738260557373,0.042739362479373016,0.019885785234499066,0.018216369122181747,27.728225,0.0,Insurance
SBI Life,FY2023-24,2024-08-05,1.227931,0.009318616001737882,-0.02044890422893189,-0.015319772362035536,-0.012992197610259213,-0.015828264266923013,0.08031115462940523,28.038117,0.0,Insurance
Shree Cement,FY2022-23,2023-07-03,0.852211,0.004552525554636677,-0.013916072766876262,0.000846241223955331,-0.004796871342803494,-0.09168468850440974,-0.12143344814640074,27.574286,0.103466,Cement
Shree Cement,FY2023-24,2024-07-12,0.69794,-0.0055764310098304435,-0.014590816890190761,-0.009634513308617157,0.010337151583376355,0.022173143657207715,-0.1022552814161956,27.554849,0.059225,Cement
Shriram Finance,FY2022-23,2023-06-01,-0.436104,0.007320028492696882,-0.00441681185408132,0.0064162266125542275,-0.0028376699799851513,0.0037182480878956755,0.18772328536942548,26.879299,0.611136,Financial Services
Shriram Finance,FY2023-24,2024-07-09,-0.76167,-0.012798692645691941,-0.038998563909953786,-0.01888278536863377,-0.017683485471571735,-0.07780118854045687,-0.026551510473911785,27.510881,0.611304,Financial Services
Siemens India,FY2022-23,2024-01-18,-1.500489,-0.013738134457133323,0.015770008798818822,0.002426111574644417,0.03426041074674763,0.01347493701610785,0.006465142294137227,27.084939,0.009056,Infrastructure
Sun Pharma,FY2022-23,2023-07-31,-0.095284,0.0008031228584023625,0.0022306002761453545,0.00042714646778883273,0.015603831422299708,0.04875290995018832,-0.002681859454792446,28.489168,0.085281,Pharma
Sun Pharma,FY2023-24,2024-07-09,0.627426,0.01572021155119736,0.016245866359144434,0.024652635263354927,0.004012116447656893,0.0177478315938125,0.10326136846936208,28.988978,0.038289,Pharma
TCS,FY2022-23,2023-06-07,-0.579132,0.005799593518040062,-0.017870960736069745,-7.538490488847704e-05,-0.0031962905613933455,-0.030538475188162082,-0.03600990488063933,30.093218,0.053519,IT
TCS,FY2023-24,2024-06-12,-1.244873,-0.008397378716221676,-0.0023917582792223908,0.0005399991634832159,-0.029490888477170425,-0.03859845519966555,-0.02121635300950131,30.271848,0.05477,IT
TVS Motor,FY2022-23,2023-06-28,-1.38458,0.011442189571601601,0.0008425489110682489,-0.0024098244839318612,-0.0331212262217735,-0.07010683745626058,-0.07739685038025836,26.961129,0.635076,Auto
TVS Motor,FY2023-24,2024-07-12,-1.46827,-0.01898805801528714,-0.007199776512766432,-0.019443918313840892,-0.02616069808940549,0.00998972313266449,0.05276421803463336,27.653092,0.61595,Auto
Tata Consumer,FY2022-23,2023-05-23,0.539542,0.0032162062145264804,0.0023232278550023304,0.006445433484866819,0.01775559440209177,-0.005259759571265699,0.06268411651302105,27.22563,0.070143,FMCG
Tata Consumer,FY2023-24,2024-05-22,2.174468,0.021598342144241604,0.0025395182544201943,0.009087029768800162,-0.026407636398792227,-0.05835686231533614,-0.07891244331612049,27.686911,0.124094,FMCG
Tata Power,FY2022-23,2023-05-29,-0.374194,0.017199058435060116,0.01096291163315452,0.01543974481258515,0.024469865370955107,0.035135106645173546,0.031007275754424673,27.133815,0.412337,Energy
Tata Power,FY2023-24,2024-06-21,0.798403,-0.006643770873785514,-0.022827202101751033,-0.018672231347998208,-0.031356915480017074,-0.07576500381011286,-0.154556191878103,27.861818,0.422829,Energy
Tata Steel,FY2022-23,2023-06-15,4.104244,0.0024242675003969933,0.01873447762069928,-0.0028039987487439868,-0.02428826452800803,-0.0062910835769655685,0.00687740593201042,27.874696,0.294745,Metals & Mining
Tata Steel,FY2023-24,2024-06-24,3.324593,-0.01474864218814723,-0.04160241630367047,-0.033226051600216897,-0.06674643009909567,-0.09287692458763146,-0.1869709112596238,28.295634,0.318488,Metals & Mining
Tech Mahindra,FY2022-23,2023-09-12,-0.775153,0.009411785925882264,-0.0046290846397470725,0.000893403604478123,0.01677172934853219,-0.0028016716925789442,-0.06108142627478022,27.600078,0.059372,IT
Tech Mahindra,FY2023-24,2024-07-03,-0.44174,-0.0005491712926766557,-0.014675848399137431,-0.01650285816824713,-0.01529468737112442,0.005979574380984138,0.045641762868539854,27.727673,0.058418,IT
Titan,FY2022-23,2023-08-30,-1.351282,-0.0014517473467465154,0.014453446530675026,0.007150939873515042,0.012371204464177934,0.00994302748757411,0.0015331618132058515,28.43672,0.346631,Consumer
Titan,FY2023-24,2024-06-18,-1.520233,0.012582011009527203,-0.006800547820099825,-0.018357376652209934,-0.04001122733313099,-0.030734761817595664,-0.10671239713301763,28.846655,0.492171,Consumer
Torrent Pharma,FY2022-23,2023-07-17,1.261839,-0.004663055202073173,-0.009468854135762955,-0.012850136744875604,-0.009539196569828903,0.003884748302520554,0.00971613872662881,26.977559,0.357621,Pharma
Torrent Pharma,FY2023-24,2024-07-01,0.324117,-0.007953732768694965,0.010254774885469532,0.005118400355575618,0.016302016310949657,-0.010970063899407495,0.037617216642458325,27.503371,0.267051,Pharma
UltraTech Cement,FY2022-23,2023-07-19,1.244924,0.013847421076626648,-0.01402324410300428,-0.004001662245429239,0.01133274248324788,-0.022323210788308658,-0.04500405791244118,28.418207,0.120999,Cement
UltraTech Cement,FY2023-24,2024-07-22,1.294061,0.018891652143761425,0.005984225986649201,0.024611899864881458,0.029890130997362256,0.01017392178467335,-0.032011083641714864,28.664077,0.113122,Cement
Vedanta Limited,FY2022-23,2023-06-20,4.083764,0.0031254306749184694,0.0021835074685322975,-0.00455930915781664,0.0016568851983833292,-0.0033392820578453247,-0.04462131003996522,27.649927,0.340972,Metals & Mining
Vedanta Limited,FY2023-24,2024-06-19,4.615491,-0.0021044016012259394,0.04379395486285916,0.04066915135071553,-0.028532914057536694,-0.04369325213774053,-0.0705682069296821,27.638634,0.38138,Metals & Mining
Vodafone Idea,FY2022-23,2023-06-26,-0.687359,0.024333334498480803,0.009522517367702894,-0.0007889362627074882,-0.029162694502684147,-0.05418342990638594,0.002912214212251697,26.366386,1.147283,Telecom
Vodafone Idea,FY2023-24,2024-08-05,0.164591,0.024798239202358165,0.05474274857596916,0.022343028392862417,0.025978608712915845,0.03602050545645567,-0.11310427559501623,27.22168,1.317903,Telecom
Wipro,FY2022-23,2023-07-27,-0.173843,-0.002681810292551023,-0.00407040592311687,-0.006374686997190725,0.01039934902104655,-0.02234428024824657,0.015430585746016107,28.324592,0.148548,IT
Wipro,FY2023-24,2024-06-24,-0.758297,-0.001578745960104456,0.011889538960150003,0.008622882875446984,0.05742030075470796,0.07021592831831654,0.025727118616664105,28.549602,0.142868,IT
